y,x0,x1,x2,x3,x4,x5,x6,x7
13.1,A0,A4,A0,197.0,150.0,12,A1,A1
6.79,A1,A2,A1,,50.0,1,A0,A1
1.19,A1,A0,A1,101.0,150.0,1,A1,A1
1.45,A1,A0,A1,110.0,150.0,5,A0,A1
0.999,A0,A8,A1,141.0,150.0,7,A0,A1
6.6,A1,A5,A0,163.0,150.0,9,A1,A2
84.999,A1,A3,A1,426.0,30.0,7,A0,A1
7.5,A1,A4,A1,105.0,70.0,9,A0,A1
3.2,A0,A2,A1,73.0,125.0,10,A0,A1
1.6,A1,A4,A0,150.0,150.0,1,A0,A1
0.3,A0,A0,A1,113.0,150.0,7,A0,A0
1.5,A1,A0,A1,109.0,150.0,2,A0,A1
0.69,A1,A2,A1,54.0,150.0,7,A0,A1
11.0,A0,A6,A0,163.0,150.0,7,A0,A1
4.0,A0,,A1,115.0,150.0,6,A0,A1
7.0,A0,A6,A1,171.0,150.0,7,A0,A1
0.9,A0,A0,A1,,150.0,6,A1,A1
2.599,A0,A7,A1,90.0,125.0,6,A0,A1
0.25,A0,A7,A1,,150.0,10,A2,A2
27.55,A0,A3,A1,271.0,100.0,4,A0,A1
8.5,A1,A0,A1,344.0,150.0,5,A3,A1
2.8,A0,A7,A2,0.0,150.0,0,A2,A2
6.0,A0,A4,A1,330.0,90.0,10,A0,A1
6.999,A1,A4,A2,0.0,70.0,0,A0,A2
17.4,A1,A5,A1,150.0,20.0,4,A0,A1
0.38,A0,A0,A2,0.0,150.0,4,A0,A0
0.199,A0,A7,A1,116.0,150.0,11,A2,A0
1.8,A1,A8,A1,102.0,150.0,5,A1,A0
1.2,A1,A4,A1,101.0,80.0,11,A0,A1
0.75,A1,A2,A1,58.0,150.0,9,A0,A1
6.4,A0,A0,A1,143.0,150.0,10,A0,A1
5.25,A0,A4,A1,116.0,150.0,9,A0,A1
1.1,A0,A7,A1,0.0,150.0,4,A0,A2
1.69,A1,A4,A1,0.0,150.0,9,A0,A1
1.4,A1,,A1,75.0,150.0,11,A0,A1
0.65,A1,A8,A1,151.0,150.0,0,A0,A0
6.95,A1,A4,A1,163.0,150.0,5,A0,A1
29.25,A1,A0,A1,420.0,125.0,8,A0,A1
5.95,A1,A4,A1,140.0,150.0,3,A0,A1
4.95,A0,A6,A1,90.0,80.0,7,A0,A1
1.2,A0,A2,A1,58.0,150.0,6,A0,A1
0.0,A0,A7,A2,71.0,150.0,7,A0,A1
0.799,A1,A7,A1,0.0,150.0,4,A0,A2
0.05,A0,A4,A1,115.0,100.0,4,A0,A1
7.89,A0,A4,A1,170.0,70.0,7,A0,A1
0.999,A1,A2,A1,80.0,150.0,4,A1,A1
1.0,A0,A4,A1,109.0,150.0,12,A0,A0
0.6,A0,A2,A2,75.0,150.0,8,A0,A0
3.85,A0,A2,A1,75.0,90.0,4,A0,A1
0.85,A1,A4,A1,115.0,150.0,3,A0,A2
7.5,A0,A0,A1,143.0,150.0,9,A2,A1
3.8,A1,A0,A1,105.0,150.0,0,A0,A0
17.25,A0,A4,A1,122.0,30.0,10,A0,A1
0.0,A1,A2,A1,,150.0,7,A2,A2
10.9,A1,A4,A0,185.0,150.0,7,A1,A1
9.85,A1,A0,A1,111.0,60.0,3,A1,A1
4.799,A1,A6,A1,90.0,5.0,6,A0,A1
13.2,A0,A0,A1,114.0,40.0,9,A1,A1
5.2,A0,A4,A1,116.0,150.0,9,A0,A1
0.85,A0,A2,A1,55.0,150.0,4,A0,A1
2.899,A1,,A1,101.0,150.0,10,A0,A1
4.99,A1,A4,A0,272.0,150.0,2,A0,A1
34.9,A0,A3,A0,340.0,80.0,7,A0,A1
1.85,A1,A0,A1,101.0,150.0,8,A1,A0
3.999,A1,A4,A1,193.0,150.0,10,A0,A1
29.5,A1,A5,A0,179.0,50.0,11,A1,A1
1.1,A0,A2,A1,64.0,150.0,3,A0,A1
1.55,A0,A3,A0,50.0,150.0,0,A0,A2
2.499,A1,A8,A0,125.0,50.0,11,A2,A0
1.6,A0,A4,A1,75.0,150.0,5,A0,A1
2.65,A0,A7,A1,75.0,150.0,5,A0,A1
0.5,A0,A4,A1,0.0,150.0,5,A0,A1
7.29,A0,A8,A1,140.0,90.0,3,A0,A1
28.5,A1,A6,A1,295.0,80.0,1,A0,A1
3.7,A0,A0,A1,115.0,150.0,5,A1,A1
0.95,A1,A0,A1,141.0,150.0,0,A0,A0
0.2,A1,A2,A1,0.0,150.0,7,A0,A1
2.7,A1,A8,A0,,30.0,6,A0,A1
1.2,A1,A4,A1,90.0,150.0,11,A1,A1
2.5,A0,A2,A1,83.0,125.0,3,A0,A1
10.999,A0,A4,A1,,50.0,4,A0,A2
6.999,A0,A4,A1,110.0,150.0,1,A1,A1
0.8,A1,A4,A1,55.0,150.0,2,A0,A1
12.5,A0,A0,A0,170.0,60.0,6,A0,A1
0.4,A0,A1,A1,74.0,150.0,0,A4,A2
2.499,A1,A0,A1,75.0,125.0,10,A0,A1
1.699,A0,A6,A1,71.0,150.0,2,A0,A1
1.2,A0,,A1,122.0,150.0,10,A0,A1
1.1,A1,A1,A1,45.0,150.0,11,A1,A2
0.799,A1,A2,A1,0.0,5.0,7,A0,A0
1.999,A0,A0,A0,109.0,70.0,7,A0,A0
5.35,A0,A2,A1,82.0,90.0,4,A0,A1
8.499,A0,A0,A0,340.0,150.0,4,A0,A1
21.9,A0,A3,A0,245.0,100.0,4,A1,A1
0.35,A1,A7,A2,0.0,150.0,0,A2,A2
0.79,A0,,A0,2799.0,150.0,11,A0,A2
1.1,A1,A7,A2,0.0,150.0,0,A0,A0
11.9,A0,A4,A0,0.0,60.0,5,A0,A1
5.999,A1,,A1,101.0,125.0,3,A1,A1
1.25,A0,A2,A1,58.0,150.0,5,A0,A1
10.799,A0,A4,A1,116.0,150.0,2,A1,A1
1.6,A0,A4,A1,116.0,150.0,1,A0,A1
3.3,A1,A2,A1,,150.0,0,A1,A1
0.2,A1,A2,A1,54.0,150.0,2,A0,A0
14.999,A0,A0,A1,199.0,150.0,3,A1,A1
8.5,A1,A4,A0,218.0,150.0,7,A1,A1
7.59,A0,A2,A1,80.0,100.0,1,A0,A1
0.2,A1,A0,A1,65.0,150.0,4,A2,A0
7.5,A1,A0,A0,155.0,125.0,9,A0,A1
4.75,A1,A4,A1,116.0,150.0,1,A0,A1
8.2,A1,A4,A0,125.0,150.0,7,A1,A1
3.5,A0,A6,A1,136.0,150.0,3,A0,A0
21.7,A1,A0,A1,140.0,30.0,5,A0,A1
10.3,A1,A4,A1,150.0,50.0,3,A0,A1
6.499,A1,A7,A1,140.0,150.0,6,A1,A1
2.3,A0,A4,A1,110.0,150.0,11,A0,A1
7.5,A1,A4,A0,105.0,150.0,10,A1,A1
1.9,A1,A0,A1,144.0,150.0,2,A1,A1
2.0,A0,A0,A1,110.0,150.0,5,A1,A2
1.35,A0,,A1,101.0,150.0,1,A0,A1
7.999,A1,A4,A1,,80.0,11,A0,A2
1.8,A0,A2,A1,58.0,150.0,5,A0,A1
0.5,A1,A7,A1,54.0,150.0,6,A2,A0
2.0,A0,A8,A1,0.0,150.0,12,A0,A2
1.2,A0,A0,A1,155.0,150.0,0,A0,A2
0.899,A0,A2,A1,,150.0,5,A0,A1
2.9,A0,A8,A1,,150.0,5,A1,A1
11.3,A1,A6,A1,116.0,50.0,7,A0,A1
6.9,A0,,A1,192.0,150.0,8,A2,A1
0.5,A1,A4,A1,75.0,150.0,12,A0,A1
3.99,A0,A5,A1,103.0,150.0,6,A1,A2
3.6,A1,A4,A1,88.0,100.0,1,A2,A2
0.1,A0,A2,A1,75.0,150.0,9,A0,A0
0.599,A0,A2,A1,0.0,150.0,5,A0,A1
3.2,A0,,A1,102.0,150.0,2,A1,A1
1.35,A1,A2,A1,58.0,125.0,4,A0,A0
5.3,A1,A8,A1,0.0,70.0,10,A0,A1
2.4,A1,,A1,67.0,150.0,7,A3,A2
29.999,A1,A3,A1,320.0,125.0,9,A2,A1
7.499,A1,A4,A0,160.0,90.0,6,A0,A0
5.5,A1,A4,A1,0.0,90.0,11,A0,A1
22.9,A0,A4,A0,211.0,125.0,8,A1,A1
6.9,A0,A0,A0,,150.0,12,A0,A1
0.0,A0,A6,A0,109.0,150.0,3,A0,A0
0.499,A1,A0,A1,125.0,150.0,3,A0,A2
25.8,A1,A0,A1,325.0,40.0,11,A0,A1
6.1,A0,A0,A0,192.0,150.0,6,A0,A1
4.75,A0,,A2,69.0,90.0,4,A0,A2
18.25,A1,A8,A0,170.0,150.0,11,A1,A1
4.3,A1,A4,A0,102.0,125.0,7,A0,A1
4.444,A1,A6,A1,150.0,100.0,4,A0,A1
0.0,A0,A7,A2,0.0,50.0,12,A2,A2
0.65,A0,A4,A1,140.0,150.0,8,A1,A0
1.3,A0,A8,A1,78.0,150.0,9,A1,A2
3.8,A0,A2,A1,69.0,100.0,8,A0,A1
1.599,A1,A2,A1,75.0,150.0,8,A1,A1
0.5,A1,A2,A1,54.0,150.0,0,A0,A2
0.15,A0,A4,A1,60.0,150.0,3,A0,A1
7.8,A1,A0,A1,177.0,150.0,10,A1,A1
0.7,A1,A4,A1,0.0,125.0,3,A0,A1
8.9,A0,A4,A1,208.0,150.0,12,A0,A1
8.8,A0,A3,A1,283.0,5.0,0,A0,A2
9.1,A1,A4,A1,143.0,125.0,9,A0,A1
4.9,A1,A0,A1,150.0,150.0,6,A1,A1
7.7,A1,A7,A2,0.0,60.0,0,A2,A2
31.99,A0,A4,A0,306.0,40.0,8,A0,A1
0.018,A0,A7,A2,0.0,5.0,0,A2,A2
2.1,A0,A3,A1,125.0,150.0,0,A0,A2
0.7,A0,A4,A1,150.0,150.0,1,A0,A0
2.998,A0,A4,A1,68.0,70.0,11,A0,A2
8.84,A0,A2,A1,87.0,50.0,2,A0,A1
1.999,A1,A4,A1,101.0,150.0,1,A0,A1
2.0,A0,A3,A1,192.0,150.0,2,A0,A0
0.24,A1,A2,A1,60.0,150.0,5,A0,A2
2.3,A1,A2,A1,60.0,125.0,12,A0,A1
14.5,A0,A8,A0,199.0,150.0,7,A0,A1
6.0,A1,A4,A0,0.0,150.0,2,A1,A1
20.9,A0,A0,A1,150.0,50.0,2,A1,A1
6.5,A0,A0,A1,,50.0,5,A0,A1
2.4,A1,A3,A1,50.0,5.0,6,A0,A1
1.799,A0,A4,A0,125.0,150.0,6,A0,A1
37.9,A0,A5,A0,306.0,90.0,1,A1,A1
2.0,A0,A8,A1,101.0,150.0,4,A1,A0
11.0,A1,A0,A1,121.0,150.0,4,A1,A1
19.999,A0,A6,A0,286.0,50.0,5,A0,A1
1.4,A0,A4,A1,101.0,150.0,12,A0,A1
7.5,A0,,A1,,150.0,8,A1,A2
12.999,A0,A4,A1,105.0,60.0,12,A1,A1
16.799,A1,A3,A1,211.0,100.0,3,A0,A1
2.4,A0,A0,A1,100.0,150.0,8,A1,A1
18.89,A1,A5,A1,143.0,60.0,4,A1,A1
4.15,A0,A8,A0,140.0,150.0,6,A1,A1
0.499,A1,A2,A1,,125.0,4,A0,A2
2.45,A1,A0,A0,177.0,150.0,6,A1,A2
0.15,A1,A2,A1,0.0,150.0,3,A0,A2
7.5,A0,A4,A1,80.0,60.0,3,A0,A1
2.0,A0,A4,A1,75.0,150.0,2,A0,A1
6.9,A1,A8,A1,105.0,150.0,8,A1,A1
0.6,A0,A8,A1,107.0,150.0,4,A0,A1
8.95,A0,A6,A1,140.0,150.0,6,A1,A1
12.799,A1,,A1,265.0,150.0,12,A0,A1
5.9,A1,A2,A1,,70.0,6,A0,A1
2.999,A1,A3,A1,75.0,125.0,9,A0,A1
5.299,A1,A2,A1,101.0,150.0,1,A1,A1
13.9,A1,A0,A0,235.0,150.0,7,A1,A1
2.3,A0,A4,A1,105.0,150.0,3,A0,A1
3.49,A1,A2,A1,200.0,150.0,9,A0,A1
4.75,A1,A2,A1,101.0,150.0,7,A1,A1
0.6,A1,A0,A1,116.0,150.0,6,A0,A1
0.55,A1,A0,A1,75.0,150.0,3,A0,A0
0.45,A0,A3,A1,120.0,150.0,11,A0,A1
4.199,A0,A8,A1,,150.0,6,A1,A1
0.299,A0,A4,A1,101.0,150.0,0,A0,A1
1.8,A1,A7,A1,0.0,150.0,3,A2,A1
19.5,A1,A6,A1,136.0,70.0,10,A1,A1
0.001,A0,A7,A2,0.0,150.0,0,A2,A2
2.3,A1,A2,A1,69.0,30.0,2,A0,A2
3.0,A1,A4,A1,150.0,150.0,11,A0,A1
1.15,A0,A7,A1,,150.0,6,A2,A1
6.5,A0,A7,A1,85.0,100.0,10,A0,A1
32.5,A0,A8,A1,174.0,125.0,4,A1,A1
8.65,A1,A4,A1,102.0,90.0,7,A0,A1
13.999,A1,A7,A1,0.0,100.0,0,A6,A1
2.05,A1,A4,A0,,80.0,12,A0,A1
19.999,A1,A2,A1,179.0,5.0,10,A0,A1
7.0,A0,A2,A1,90.0,150.0,11,A1,A1
16.9,A1,A0,A1,,125.0,9,A0,A1
0.8,A0,A4,A1,102.0,150.0,10,A0,A0
16.999,A1,A8,A1,,70.0,1,A1,A1
1.5,A1,A4,A1,101.0,150.0,0,A0,A1
1.799,A1,A0,A1,116.0,150.0,6,A1,A2
5.9,A0,A2,A1,69.0,60.0,6,A0,A2
10.89,A0,,A1,122.0,80.0,2,A0,A1
1.48,A0,A0,A1,132.0,150.0,4,A0,A1
6.5,A1,A0,A1,86.0,70.0,7,A0,A2
7.9,A1,A3,A2,0.0,150.0,4,A2,A1
1.2,A1,A0,A0,110.0,150.0,7,A1,A2
3.45,A0,A2,A1,86.0,125.0,10,A0,A1
4.9,A0,A6,A1,110.0,150.0,6,A0,A1
0.5,A0,A2,A1,,150.0,4,A0,A1
1.5,A1,A7,A1,60.0,5.0,9,A0,A2
13.9,A1,A6,A1,143.0,70.0,5,A0,A1
7.49,A0,A8,A1,105.0,150.0,1,A1,A1
105.0,A0,A5,A0,340.0,20.0,10,A1,A1
14.999,A0,A4,A1,156.0,100.0,12,A0,A1
2.49,A1,A8,A1,80.0,125.0,2,A1,A1
1.9,A1,A2,A1,50.0,150.0,7,A0,A1
0.95,A0,A2,A1,54.0,150.0,7,A0,A1
16.0,A1,A4,A1,140.0,20.0,1,A0,A1
13.0,A0,A8,A1,70.0,150.0,4,A2,A1
2.6,A1,A8,A0,0.0,150.0,7,A0,A0
1.8,A0,A6,A1,75.0,125.0,4,A0,A1
1.35,A0,A2,A1,75.0,150.0,10,A0,A1
10.0,A1,A0,A1,,60.0,2,A1,A1
1.0,A0,A2,A1,75.0,150.0,12,A0,A1
18.8,A0,A4,A1,86.0,10.0,5,A0,A1
28.0,A0,A8,A0,179.0,100.0,6,A1,A1
12.5,A1,,A0,296.0,150.0,8,A1,A1
1.0,A0,A2,A1,60.0,150.0,3,A0,A1
3.799,A0,,A1,109.0,150.0,5,A1,A1
8.1,A0,A0,A1,163.0,150.0,3,A0,A1
0.475,A1,A7,A1,0.0,5.0,9,A2,A2
2.0,A0,A7,A1,107.0,150.0,4,A0,A2
1.75,A0,A2,A2,0.0,125.0,5,A0,A0
2.25,A0,A5,A1,105.0,150.0,7,A0,A1
1.2,A0,A0,A0,170.0,150.0,1,A0,A0
3.333,A0,A7,A1,196.0,150.0,7,A2,A1
6.9,A1,A6,A1,163.0,50.0,11,A0,A2
1.2,A0,A8,A1,60.0,90.0,1,A0,A1
2.8,A0,A4,A1,143.0,150.0,3,A1,A1
1.7,A1,A7,A1,82.0,150.0,0,A0,A1
7.8,A1,A3,A0,306.0,150.0,9,A0,A1
3.9,A0,A0,A1,177.0,150.0,4,A1,A2
8.89,A0,A2,A1,60.0,20.0,6,A0,A1
10.65,A1,A5,A1,86.0,30.0,8,A0,A1
9.39,A1,A4,A1,116.0,70.0,8,A0,A1
0.8,A0,A4,A0,72.0,150.0,3,A5,A0
7.3,A0,A4,A1,150.0,150.0,2,A0,A1
0.0,A0,A7,A1,0.0,100.0,0,A0,A2
12.0,A1,A4,A1,177.0,125.0,5,A1,A1
12.0,A1,A0,A1,232.0,150.0,9,A1,A1
12.999,A1,A8,A1,174.0,150.0,11,A1,A1
1.2,A1,,A1,95.0,150.0,5,A2,A1
0.65,A0,A2,A1,54.0,150.0,1,A0,A1
0.25,A0,A2,A1,1241.0,150.0,5,A0,A0
11.0,A1,A6,A0,163.0,100.0,7,A0,A1
24.9,A1,A5,A0,184.0,40.0,1,A1,A1
3.5,A0,A0,A1,,150.0,7,A0,A1
0.699,A0,A2,A1,60.0,150.0,11,A0,A1
0.55,A1,A0,A1,116.0,150.0,8,A0,A1
13.0,A0,A4,A1,160.0,125.0,2,A0,A1
1.59,A0,A4,A1,101.0,150.0,12,A2,A1
1.1,A1,A7,A2,0.0,150.0,5,A2,A2
6.1,A1,A6,A0,71.0,60.0,10,A0,A1
4.5,A1,A6,A1,109.0,125.0,0,A1,A1
7.9,A1,A8,A1,125.0,150.0,3,A1,A1
43.9,A0,A0,A0,245.0,30.0,1,A1,A1
5.9,A0,A0,A0,109.0,150.0,6,A1,A1
8.75,A1,A6,A1,8.0,5.0,1,A0,A1
1.4,A1,A7,A1,75.0,150.0,6,A0,A1
5.19,A1,A2,A1,86.0,125.0,5,A0,A1
0.7,A0,A6,A1,0.0,150.0,3,A0,A2
1.95,A0,A4,A1,116.0,150.0,1,A2,A2
1.8,A1,A8,A1,147.0,100.0,2,A0,A1
1.999,A0,A4,A0,121.0,150.0,8,A0,A2
8.5,A0,A6,A1,90.0,100.0,3,A0,A1
2.299,A0,,A1,125.0,150.0,3,A1,A1
6.999,A1,A3,A1,205.0,150.0,1,A0,A1
2.25,A1,A2,A1,,150.0,11,A0,A1
1.5,A1,A0,A1,102.0,150.0,2,A0,A1
27.5,A0,A0,A0,265.0,125.0,9,A1,A1
0.95,A0,A0,A1,101.0,150.0,9,A0,A1
7.3,A1,A6,A1,116.0,125.0,3,A0,A2
1.0,A1,A0,A1,106.0,150.0,3,A0,A1
1.95,A1,A4,A1,150.0,150.0,0,A1,A2
1.89,A0,A2,A1,90.0,150.0,12,A0,A1
1.4,A0,,A1,0.0,60.0,0,A0,A2
0.89,A0,A2,A1,54.0,150.0,5,A0,A0
22.75,A1,A5,A0,231.0,125.0,4,A1,A1
7.999,A1,,A1,,150.0,6,A1,A1
4.2,A1,A7,A1,,150.0,0,A1,A1
3.65,A0,A2,A1,82.0,150.0,6,A1,A1
1.0,A0,A2,A1,101.0,150.0,4,A0,A0
1.99,A1,A8,A1,116.0,125.0,3,A0,A1
1.6,A0,A4,A1,116.0,150.0,1,A0,A1
1.65,A1,A7,A2,0.0,150.0,5,A2,A2
31.1,A0,A6,A1,136.0,30.0,4,A0,A1
2.95,A1,A4,A1,77.0,125.0,6,A0,A1
2.799,A1,A4,A1,170.0,150.0,7,A0,A1
0.7,A0,,A1,0.0,90.0,0,A0,A2
0.9,A0,,A1,58.0,150.0,3,A0,A1
8.5,A0,A8,A1,,150.0,10,A1,A1
0.8,A1,A4,A0,0.0,150.0,10,A0,A1
1.5,A0,A7,A2,0.0,150.0,0,A2,A2
0.19,A0,A7,A1,60.0,150.0,0,A0,A2
1.65,A0,A3,A1,110.0,150.0,10,A0,A1
18.9,A1,A3,A1,355.0,125.0,7,A0,A0
3.8,A0,A6,A1,135.0,150.0,4,A0,A1
2.0,A0,A3,A1,116.0,150.0,0,A2,A1
6.9,A1,A6,A1,60.0,100.0,4,A0,A1
1.99,A0,A4,A1,108.0,150.0,12,A0,A0
7.5,A0,A5,A1,,125.0,7,A0,A1
17.999,A0,A0,A0,177.0,60.0,1,A1,A1
2.35,A0,A4,A1,120.0,150.0,0,A2,A2
22.5,A1,A6,A1,300.0,150.0,6,A0,A1
0.87,A0,A7,A1,0.0,150.0,0,A0,A2
0.5,A0,A7,A1,0.0,150.0,0,A0,A1
4.999,A1,A8,A0,0.0,150.0,3,A3,A1
4.5,A0,A4,A1,224.0,150.0,6,A0,A1
9.0,A0,A4,A1,122.0,100.0,10,A0,A1
3.8,A0,A4,A1,160.0,150.0,8,A1,A1
17.5,A1,A4,A1,52.0,20.0,7,A0,A1
0.8,A1,A4,A1,150.0,150.0,10,A0,A0
7.995,A0,A4,A1,102.0,150.0,7,A0,A1
2.5,A0,A6,A1,150.0,150.0,5,A0,A1
1.2,A0,A4,A1,118.0,125.0,4,A2,A1
2.999,A0,A2,A1,63.0,100.0,6,A0,A1
6.0,A1,A4,A0,,125.0,8,A1,A1
0.4,A1,A2,A0,0.0,150.0,0,A0,A1
2.5,A0,A2,A1,58.0,150.0,10,A0,A1
5.199,A0,A7,A2,146.0,150.0,5,A1,A1
2.29,A1,A0,A1,163.0,150.0,1,A1,A1
6.6,A0,A7,A1,140.0,150.0,4,A2,A1
0.85,A0,A4,A1,125.0,150.0,1,A0,A1
0.85,A0,A7,A1,55.0,150.0,0,A0,A2
1.55,A0,A7,A1,73.0,150.0,0,A2,A1
0.95,A1,A2,A1,60.0,150.0,1,A0,A1
0.75,A1,A4,A1,113.0,150.0,0,A0,A2
2.4,A0,A8,A1,0.0,150.0,3,A1,A1
2.3,A0,A5,A0,0.0,150.0,3,A1,A1
7.75,A1,A4,A0,204.0,150.0,8,A1,A1
1.999,A0,A0,A1,,150.0,10,A0,A2
0.29,A0,A2,A1,45.0,125.0,3,A0,A1
1.3,A1,A2,A0,,100.0,3,A0,A1
1.5,A1,A4,A0,170.0,150.0,10,A0,A1
0.5,A0,A2,A1,75.0,150.0,3,A0,A1
9.999,A1,A8,A1,,100.0,3,A4,A1
4.0,A0,A2,A1,75.0,80.0,5,A1,A1
4.0,A1,A4,A1,170.0,125.0,9,A0,A1
11.19,A0,A0,A1,105.0,70.0,4,A0,A1
14.999,A1,A4,A0,,150.0,12,A1,A1
1.4,A0,A0,A0,,150.0,6,A0,A2
5.99,A0,A8,A1,120.0,100.0,9,A0,A1
2.9,A1,A4,A1,122.0,150.0,4,A3,A1
12.8,A0,,A1,105.0,100.0,8,A1,A1
0.35,A0,A7,A0,0.0,150.0,0,A0,A2
0.1,A1,A2,A1,50.0,150.0,0,A0,A2
0.6,A0,A2,A1,101.0,150.0,1,A0,A0
1.1,A0,A4,A1,101.0,150.0,10,A0,A1
0.2,A0,A0,A1,,150.0,0,A2,A0
7.85,A0,A4,A1,200.0,100.0,4,A0,A1
4.299,A0,A0,A0,,150.0,1,A1,A1
1.499,A0,A2,A1,116.0,150.0,11,A0,A2
2.5,A1,A4,A1,109.0,150.0,6,A0,A1
1.45,A0,A2,A1,58.0,125.0,5,A0,A1
1.599,A0,A3,A1,102.0,150.0,6,A0,A1
0.999,A0,A7,A1,75.0,150.0,0,A2,A2
0.0,A1,A0,A1,143.0,150.0,12,A1,A0
0.7,A1,A2,A1,54.0,150.0,12,A0,A2
1.9,A1,A0,A0,142.0,150.0,9,A1,A1
13.95,A1,A0,A0,170.0,150.0,7,A1,A1
1.98,A1,A0,A0,170.0,150.0,3,A0,A1
8.5,A1,A5,A0,204.0,150.0,5,A1,A1
1.8,A1,A2,A1,52.0,90.0,11,A0,A2
3.2,A1,A4,A1,136.0,150.0,7,A0,A1
0.5,A1,A4,A0,75.0,20.0,10,A0,A0
1.799,A1,A4,A1,106.0,150.0,8,A0,A1
3.5,A0,A2,A1,80.0,90.0,3,A0,A1
2.95,A0,A8,A1,60.0,150.0,0,A1,A2
24.5,A0,A5,A0,239.0,150.0,2,A1,A1
3.999,A1,A4,A1,0.0,125.0,1,A1,A1
4.15,A0,A2,A2,84.0,125.0,12,A0,A1
4.5,A0,A0,A1,150.0,150.0,6,A1,A0
1.95,A0,A4,A0,203.0,150.0,6,A0,A1
14.0,A0,A8,A0,224.0,150.0,1,A1,A2
1.95,A0,A3,A1,90.0,150.0,0,A0,A2
28.49,A0,,A0,204.0,70.0,11,A1,A1
22.9,A1,A4,A0,204.0,150.0,8,A1,A1
0.395,A0,A2,A1,68.0,150.0,4,A0,A0
13.699,A0,A0,A0,200.0,125.0,1,A0,A1
0.025,A0,A2,A0,0.0,20.0,0,A0,A2
7.999,A1,,A1,75.0,80.0,7,A0,A1
1.8,A0,,A1,129.0,150.0,0,A0,A1
26.99,A1,,A1,160.0,10.0,4,A0,A1
3.9,A1,A6,A1,120.0,100.0,6,A0,A1
1.08,A1,A2,A2,58.0,125.0,0,A0,A2
7.9,A0,A5,A0,,100.0,7,A0,A2
6.95,A0,A8,A1,131.0,150.0,12,A1,A1
19.7,A0,A6,A0,,90.0,6,A0,A1
1.5,A0,A0,A0,0.0,150.0,8,A1,A1
10.5,A0,A6,A1,102.0,100.0,8,A0,A1
2.15,A0,A5,A1,103.0,150.0,11,A1,A1
6.749,A0,A6,A0,193.0,150.0,7,A0,A1
1.595,A0,A0,A1,101.0,150.0,3,A0,A1
3.55,A1,A7,A1,,150.0,2,A0,A2
18.99,A0,A5,A0,224.0,150.0,4,A1,A1
0.65,A0,A7,A1,45.0,150.0,4,A2,A2
0.3,A0,A4,A1,90.0,150.0,10,A0,A2
0.5,A1,A8,A1,141.0,150.0,6,A0,A0
18.5,A1,A4,A0,125.0,20.0,1,A0,A1
24.999,A1,A8,A0,204.0,125.0,11,A1,A1
9.25,A0,A4,A2,0.0,125.0,10,A0,A1
1.49,A1,A0,A0,173.0,150.0,0,A2,A2
2.65,A0,A3,A1,116.0,150.0,3,A0,A1
0.79,A0,A0,A1,0.0,150.0,4,A0,A2
3.5,A0,A8,A1,140.0,125.0,10,A1,A0
0.6,A1,A4,A1,101.0,150.0,3,A0,A0
4.75,A1,A4,A1,95.0,125.0,11,A0,A1
0.6,A1,A4,A1,90.0,150.0,3,A0,A0
1.35,A0,A8,A1,90.0,150.0,6,A1,A0
4.399,A0,A4,A1,140.0,20.0,11,A1,A1
0.8,A1,A2,A1,55.0,5.0,12,A0,A1
6.0,A1,A0,A0,241.0,150.0,1,A1,A1
10.9,A1,A8,A0,170.0,150.0,7,A1,A1
4.99,A1,A4,A0,,50.0,1,A0,A1
0.77,A0,A2,A1,74.0,150.0,12,A0,A1
1.5,A0,A7,A2,95.0,150.0,0,A0,A1
0.75,A1,A3,A1,101.0,150.0,1,A0,A1
0.0,A1,A7,A1,69.0,150.0,0,A0,A1
0.15,A0,A2,A1,0.0,150.0,1,A0,A0
13.5,A1,A6,A1,143.0,90.0,8,A0,A1
3.15,A0,A4,A1,75.0,150.0,6,A0,A1
6.0,A1,A3,A1,218.0,150.0,6,A0,A1
4.35,A1,A0,A1,109.0,150.0,0,A1,A2
4.75,A0,A2,A1,75.0,50.0,7,A0,A1
2.6,A1,A2,A2,0.0,150.0,0,A1,A2
0.9,A1,A2,A1,0.0,125.0,2,A0,A0
6.2,A1,A8,A1,150.0,150.0,12,A1,A1
2.5,A0,A0,A1,90.0,150.0,9,A1,A0
12.99,A0,A0,A0,150.0,125.0,7,A1,A1
18.9,A1,A4,A0,211.0,125.0,11,A0,A1
3.905,A1,A4,A1,,150.0,6,A1,A1
65.7,A1,A3,A1,231.0,125.0,6,A0,A1
1.49,A1,A0,A0,,150.0,11,A0,A1
5.2,A1,,A1,,150.0,2,A0,A1
4.5,A1,A0,A1,90.0,100.0,5,A1,A1
1.15,A0,A4,A1,75.0,150.0,7,A0,A0
0.15,A0,A7,A2,0.0,100.0,0,A2,A2
1.8,A1,A4,A1,150.0,150.0,3,A0,A1
12.4,A1,A5,A1,160.0,90.0,3,A0,A1
29.9,A1,A3,A0,265.0,150.0,11,A1,A1
6.95,A1,A7,A1,0.0,125.0,10,A1,A1
4.999,A0,A0,A0,177.0,150.0,0,A1,A2
6.9,A0,A2,A1,60.0,70.0,10,A0,A1
2.25,A0,A8,A1,122.0,150.0,6,A1,A1
1.5,A1,A0,A1,115.0,150.0,2,A1,A1
1.3,A1,A2,A1,26.0,30.0,6,A0,A1
2.5,A0,A1,A0,0.0,125.0,2,A1,A2
